id_producto,tipo_movimiento,cantidad,motivo,usuario
1,ENTRADA,1000,Reposicion masiva inventario,admin
2,ENTRADA,1000,Reposicion masiva inventario,admin
3,ENTRADA,1000,Reposicion masiva inventario,admin
4,ENTRADA,1000,Reposicion masiva inventario,admin
5,ENTRADA,1000,Reposicion masiva inventario,admin
6,ENTRADA,1000,Reposicion masiva inventario,admin
7,ENTRADA,1000,Reposicion masiva inventario,admin
8,ENTRADA,1000,Reposicion masiva inventario,admin
9,ENTRADA,1000,Reposicion masiva inventario,admin
10,ENTRADA,1000,Reposicion masiva inventario,admin
11,ENTRADA,1000,Reposicion masiva inventario,admin
12,ENTRADA,1000,Reposicion masiva inventario,admin
13,ENTRADA,1000,Reposicion masiva inventario,admin
14,ENTRADA,1000,Reposicion masiva inventario,admin
15,ENTRADA,1000,Reposicion masiva inventario,admin
16,ENTRADA,1000,Reposicion masiva inventario,admin
17,ENTRADA,1000,Reposicion masiva inventario,admin
18,ENTRADA,1000,Reposicion masiva inventario,admin
19,ENTRADA,1000,Reposicion masiva inventario,admin
20,ENTRADA,1000,Reposicion masiva inventario,admin
21,ENTRADA,1000,Reposicion masiva inventario,admin
22,ENTRADA,1000,Reposicion masiva inventario,admin
23,ENTRADA,1000,Reposicion masiva inventario,admin
24,ENTRADA,1000,Reposicion masiva inventario,admin
25,ENTRADA,1000,Reposicion masiva inventario,admin
26,ENTRADA,1000,Reposicion masiva inventario,admin
27,ENTRADA,1000,Reposicion masiva inventario,admin
28,ENTRADA,1000,Reposicion masiva inventario,admin
29,ENTRADA,1000,Reposicion masiva inventario,admin
30,ENTRADA,1000,Reposicion masiva inventario,admin
31,ENTRADA,1000,Reposicion masiva inventario,admin
32,ENTRADA,1000,Reposicion masiva inventario,admin
33,ENTRADA,1000,Reposicion masiva inventario,admin
34,ENTRADA,1000,Reposicion masiva inventario,admin
35,ENTRADA,1000,Reposicion masiva inventario,admin
36,ENTRADA,1000,Reposicion masiva inventario,admin
37,ENTRADA,1000,Reposicion masiva inventario,admin
38,ENTRADA,1000,Reposicion masiva inventario,admin
39,ENTRADA,1000,Reposicion masiva inventario,admin
40,ENTRADA,1000,Reposicion masiva inventario,admin
41,ENTRADA,1000,Reposicion masiva inventario,admin
42,ENTRADA,1000,Reposicion masiva inventario,admin
43,ENTRADA,1000,Reposicion masiva inventario,admin
44,ENTRADA,1000,Reposicion masiva inventario,admin
45,ENTRADA,1000,Reposicion masiva inventario,admin
46,ENTRADA,1000,Reposicion masiva inventario,admin
47,ENTRADA,1000,Reposicion masiva inventario,admin
48,ENTRADA,1000,Reposicion masiva inventario,admin
49,ENTRADA,1000,Reposicion masiva inventario,admin
50,ENTRADA,1000,Reposicion masiva inventario,admin
51,ENTRADA,1000,Reposicion masiva inventario,admin
52,ENTRADA,1000,Reposicion masiva inventario,admin
